Question,Answer,Furigana,Meaning,Example,Translation,VocabWords
"無罪","むざい","む.ざい","innocence, being not guilty.","われわれは彼が無罪であると考えている。","We hold that he is not guilty.","無理, 無事, 無料, 犯罪, 謝罪, 有罪, ご無沙汰"
"釣り","つり","つ","fishing, angling.","あなたは釣りに行きたがっている。","You are dying to go fishing.",""
"行く","いく","い","to go, to move (towards).","お母さん、泳ぎに行ってもいい？","Can I go swimming, Mother?","銀行, 行儀"
"手紙","てがみ","て.がみ","letter, note.","ここにあなたあての手紙が何通かあります。","Here are some letters for you.","派手, 上手, 下手, 紙幣, 表紙, 運転手"
"感謝","かんしゃ","かん.しゃ","thanks, gratitude.","ご協力に感謝します。","I appreciate your cooperation.","感覚, 感情, 感動, 月謝, 謝罪, 謝礼"
"適当","てきとう","てき.とう","suitable, proper.","ＩＮＦ社の誰か最も適当な人を教えてください。","Can you please let me know the most suitable person in INF Co., Ltd?","適切, 適用, 適度, 本当, お弁当"
"悪い","わるい","わる","bad, poor.","「顔色がわるいけど具合が悪いのかい」「そういうわけでもないよ」","You look pale. Are you sick? Not exactly.","悪魔, 悪化, 悪口"
"天井","てんじょう","てん.じょう","ceiling, ceiling price.","ハエは天井を歩くことができる。","A fly can walk on the ceiling.","天気, 天候, 天然, 天皇, 井戸, 筒井, 油井, 天気予報"
"到着","とうちゃく","とう.ちゃく","arrival, upon arrival of an item (items).","その列車は予定どおりに到着した。","The train arrived on schedule.","到達, 到底, 到来, 殺到, 上着, 着工"
"時刻","じこく","じ.こく","time, (the) hour.","そろそろ寝る時刻だ。","It's almost time to go to bed.","時間, 時々, 何時, 時計, 時代, 深刻, 遅刻, 彫刻"
"遠回り","とおまわり","とお.まわ","detour, roundabout way.","もし遠回りでなければポストに入れてください。","Please drop it in the mail if it's not out of your way.","遠慮, 永遠, 回復, 今回, 待ち遠しい"
"都会","とかい","と.かい","city, Tokyo Metropolitan Assembly.","あの人達は都会の生活にあこがれている。","They are longing for city life.","首都, 都合, 都市, 会社, 会議, 会場, 出会う"
"生活","せいかつ","せい.かつ","life, living.","収入に応じた生活をするように。","You should try to live within your means.","学生, 活気, 活動, 活発, 活用, 誕生日, 一生懸命"
"閉じる","とじる","と","to close (e.g. book, eyes, meeting, etc.), to shut.","","","閉会, 閉鎖"
"目","め","め","eye, eyeball.","彼女はきれいな目をしている。","She has beautiful eyes.",""
"内容","ないよう","ない.よう","contents, content.","仮の議事内容を送付しました。","Attached is the tentative agenda.","以内, 家内, 案内, 容易, 容器, 美容, 容易い"
"詳しい","くわしい","くわ","detailed, full.","もっと詳しい情報が欲しい。","I want more detailed information.","詳細, 不詳, 詳報, 詳述"
"懐かしい","なつかしい","なつ","dear (old), fondly remembered.","懐かしい１２小節のブルース。","There go the twelve bars blues.","懐疑, 懐中電灯"
"載る","のる","の","to be placed on, to be set on.","どの新聞にも彼の詳しい人相書きが載った。","A full description of him has been circulated in every newspaper.","掲載, 記載, 連載, 搭載"
"名簿","めいぼ","めい.ぼ","register of names, list of names.","名簿に私の名前も追加してください。","Please add my name to the list.","有名, 名前, 名字, 署名, 帳簿, 簿記, 家計簿, 通信簿"
"名詞","めいし","めい.し","noun, noun phrase.","名詞を修飾するものは、形容詞または形容詞相当語句です。","Things that modify nouns are adjectives or equivalent to adjectives.","有名, 名前, 名字, 署名, 動詞, 副詞, 形容詞"
"動詞","どうし","どう.し","verb, gerund.","この動詞の変化を言えますか。","Can you conjugate this verb?","動物, 名詞, 副詞, 自動車, 代名詞, 形容詞"
"形容詞","けいようし","けい.よう.し","adjective, i-adjective (in Japanese).","名詞を修飾するものは、形容詞または形容詞相当語句です。","Things that modify nouns are adjectives or equivalent to adjectives.","形式, 人形, 図形, 内容, 容易, 容器, 美容, 動詞, 名詞, 副詞, 長方形, 容易い, 代名詞"
"接続詞","せつぞくし","せつ.ぞく.し","conjunction.","関係代名詞は「接続詞+代名詞」のはたらきをしています。","Relative pronouns perform as 'conjunction + pronoun'.","直接, 面接, 接近, 間接, 連続, 相続, 継続, 動詞, 名詞, 副詞, 代名詞, 形容詞"
"名","な","な","name, given name.","私はいつまでも彼の名を覚えている。","I still bear his name in mind.",""
"背景","はいけい","はい.けい","background, scenery.","彼は経済的背景がしっかりしている。","His economical backing is secure.","背広, 背中, 景気, 景色, 光景, 風景"
"色","いろ","いろ","colour, color.","その色は彼女の髪の毛とよく合った。","The color went beautifully with her hair.",""
"発見","はっけん","はっ.けん","discovery, detection.","これは驚くべき発見だ。","This is a surprising discovery.","発音, 出発, 発作, 爆発, 意見, 見物, 見舞い"
"器","うつわ","うつわ","bowl, vessel.","いくら器だけを日本一にしても、中身が三流やったらな〜んの意味もないんちゃうの？","The container may be the best in Japan, but if the contents are third class, then isn't it completely meaningless?",""
"秋","あき","あき","autumn, fall.","秋には木の葉が落ちる。","Leaves fall in the autumn.",""
"空","そら","そら","sky, the air.","ワシが空を飛んでいる。","An eagle is flying in the sky.",""
"晴れ","はれ","は","clear weather, fine weather.","その日は晴れだったので、私たちは泳ぎに行った。","It was a fine day, so we went swimming.","快晴, 晴天, 素晴らしい"
"反射","はんしゃ","はん.しゃ","reflection, reverberation.","目が部屋の明かりを反射したときに彼女の目は輝いた。","Her eyes shone as they reflected the light of the room.","反対, 違反, 反抗, 反省, 反映, 注射, 発射, 放射能"
"光","ひかり","ひかり","light, illumination.","光が世にやって来た。","Light has come into the world.",""
"彼女","かのじょ","かの.じょ","she, her.","「あの音で考え事ができないわ」と、彼女はタイプライターを見つめながら言った。","I can't think with that noise, she said, staring at the typewriter.","彼方, 彼岸, 女性, 女房, 女の子"
"乗る","のる","の","to get on (train, plane, bus, ship, etc.), to get in.","１１時の列車に乗るつもりです。","I'm catching the 11:00 train.","乗客, 乗車, 乗り物, 乗り換える"
"人柄","ひとがら","ひと.がら","personality, character.","彼女は魅力的な人柄である。","She has a magnetic personality.","人形, 一人, 恋人, 事柄, 身柄, 外国人"
"才能","さいのう","さい.のう","talent, ability.","君には音楽の才能がある。","You have a gift for music.","天才, 漫才, 秀才, 可能, 機能, 能力"
"美術","びじゅつ","び.じゅつ","art, fine arts.","トムは現代美術を見る目がある。","Tom has an eye for modern art.","美人, 美容, 技術, 芸術, 手術, 学術, 美味しい"
"館","やかた","やかた","mansion, palace.","タッソーろう人形館へ行く道を教えて頂けませんか。","Could you tell me the way to Madame Tussaud's?",""
"近代","きんだい","きん.だい","present day, modern times.","トムには近代絵画の鑑賞能力がある。","Tom appreciates modern art.","近所, 身近, 最近, 時代, 交代, 現代"
"便箋","びんせん","びん.せん","writing paper, stationery.","その便せんには校章が打ち出しにされている。","The note is embossed with the school emblem.","便利, 郵便, 不便, 付箋, 用箋, 郵便局, 処方箋, 書簡箋"
"封筒","ふうとう","ふう.とう","envelope.","だれがこの封筒を破って開けたのか。","Who has torn the envelope open?","封鎖, 同封, 封書, 水筒, 円筒, 筒井"
"不穏","ふおん","ふ.おん","disquieting, threatening.","軍部に不穏な動きが見られる。","There seem to be dangerous developments in the military.","不便, 不安, 不幸, 不正, 穏和, 平穏, 穏健, 不自由"
"不思議","ふしぎ","ふ.し.ぎ","wonderful, marvelous.","この刀には不思議ないわれがある。","This sword has a strange history.","不便, 不安, 不幸, 不正, 思想, 会議, 議員, 議会, 議長, 不自由, 会議室, 思い出す"
"舞台","ぶたい","ぶ.たい","stage (of a theatre, concert hall, etc.), (stage) performance.","踊り手たちは舞台を横切って軽々と踊っていった。","The dancers tripped lightly across the stage.","台所, 台風, 灯台, 見舞い, 見舞う, 歌舞伎"
"俳優","はいゆう","はい.ゆう","actor, actress.","彼は俳優になるべきだった。","He ought to have been an actor.","俳句, 俳人, 俳諧, 俳壇, 女優, 優秀"
"不合格","ふごうかく","ふ.ごう.かく","(examination) failure, rejection.","５０人の応募者のうち２０人が不合格となった。","There were 20 failures among 50 applicants.","不便, 不安, 不幸, 不正, 都合, 試合, 合併, 価格, 格好, 性格, 格別, 不自由, 間に合う"
