Question,Answer,Furigana,Meaning,Example,Translation,VocabWords
"傾向","けいこう","けい.こう","tendency, trend.","その傾向はアメリカ人に強いようですね。","That tendency is strong among Americans.","傾斜, 傾注, 日向"
"刑事","けいじ","けい.じ","(police) detective, criminal matter.","その泥棒は刑事を見ると走って逃げた。","The thief ran away at the sight of a detective.","死刑, 処刑, 事故, 仕事, 見事, 刑務所, 事務所"
"型","かた","かた","type, style.","６００―Ｊ型のプリンターが１９９７年の５月４日まで在庫切れとの御知らせありがとうございました。","Thank you for letting me know that the Model 600-J printer will not be available until May 4, 1997.",""
"契約","けいやく","けい.やく","contract, compact.","契約はかなりいいかげんなものだった。","The contract was rather loose.","契機, 契情, 約束, 予約, 婚約, 節約"
"景気","けいき","けい.き","business conditions, the market.","近頃は景気が良くない。","Business is so slow these days.","景色, 光景, 風景, 背景, 元気, 気配, 湯気, 気質, 天気"
"経営","けいえい","けい.えい","management, administration.","そのホテルは彼の叔父によって経営されている。","The hotel is run by his uncle.","経済, 経験, 営業, 運営, 営利"
"経験","けいけん","けい.けん","experience, experienced person.","この仕事では経験がものを言う。","Experience counts in this job.","経済, 経営, 試験, 実験, 受験, 体験"
"経由","けいゆ","けい.ゆ","going through, going via.","彼はホノルル経由で帰ってきた。","He came back by way of Honolulu.","経済, 経営, 経験, 自由, 理由, 不自由"
"計画","けいかく","けい.かく","plan, project.","その計画では彼に同調できました。","We went with him on that plan.","時計, 会計, 計算, 映画, 企画, 漫画, 映画館"
"計算","けいさん","けい.さん","calculation, computation.","旅行の総費用を計算してくれますか。","Can you work out the total cost of the trip?","時計, 会計, 計画, 算盤, 予算, 引き算, 掛け算"
"警告","けいこく","けい.こく","warning, caution.","彼は私の警告に全く注意を払わなかった。","He paid no attention to my warning.","警官, 警察, 警備, 警戒, 広告, 報告, 申告"
"芸術","げいじゅつ","げい.じゅつ","art, the arts.","歌舞伎は古くからの日本の芸術だ。","Kabuki is an old Japanese art.","芸能, 園芸, 文芸, 工芸, 技術, 手術, 学術, 美術館"
"劇","げき","げき","drama, play.","劇はちょうど定刻に始まった。","The play began exactly on time.",""
"劇場","げきじょう","げき.じょう","theatre, theater.","さあ劇場に着いたぜ。","Here we are at the theater.","悲劇, 演劇, 喜劇, 場所, 会場, 工場, 駐車場, 飛行場"
"欠陥","けっかん","けっ.かん","defect, fault.","このシステムには明らかな欠陥がある。","This system has obvious defects.","欠乏, 欠席, 陥落, 陥没, 不可欠"
"決定","けってい","けっ.てい","decision, determination.","われわれは最終的決定を行った。","We've made a final decision.","解決, 可決, 予定, 勘定, 安定, 定規"
"穴","あな","あな","hole, opening.","そして各チームはボールを蹴ってこの穴に通そうと互いに競い合ったのです。","And the teams competed with each other to try to kick the ball through this hole.",""
"結ぶ","むすぶ","むす","to tie, to bind.","彼らは都市を鉄道で結ぶことを計画中だ。","They are planning to connect the cities with a railroad.","結構, 結論, 結婚, 団結"
"結果","けっか","けっ.か","result, consequence.","結果は気にするな。","Don't worry about the results.","結構, 結論, 結婚, 団結, 果物, 効果"
"結局","けっきょく","けっ.きょく","after all, in the end.","ゆっくりと着実なのが結局勝つ。","Slow and steady wins the race.","結構, 結論, 結婚, 団結, 薬局, 当局, 郵便局"
"結論","けつろん","けつ.ろん","conclusion (of an argument, discussion, study, etc.), conclusion.","二人は同じ結論に到達した。","The two came to the same conclusion.","結構, 結婚, 団結, 議論, 論文, 論争"
"健康","けんこう","けん.こう","health, healthy.","煙草をすうことは健康に悪い。","Smoking is bad for the health.","保健, 健全, 穏健"
"建設","けんせつ","けん.せつ","construction, establishment.","その金は体育館の建設に当てられた。","The money was appropriated for building the gymnasium.","建物, 建築, 設計, 設備, 設置, 二階建て"
"建築","けんちく","けん.ちく","construction, architecture (of buildings).","彼らは家の建築にとりかかった。","They set about building a house.","建設, 建物, 新築, 改築, 二階建て, 築き上げる"
"検査","けんさ","けん.さ","inspection (e.g. customs, factory), examination.","子宮癌の検査をしていただきたいのです。","I'd like to have a Pap smear done.","検討, 検事, 点検, 探検, 調査, 巡査, 捜査, 審査"
"検討","けんとう","けん.とう","consideration, examination.","私たちはその件を詳細に検討した。","We debated the matter at length.","検査, 検事, 点検, 探検, 討論, 討議, 追い討ち"
"権利","けんり","けん.り","right, privilege.","あなたにはそこに行く権利がない。","You have no right to go there.","権威, 権限, 権力, 政権, 便利, 利用, 不利, 利益"
"肩","かた","かた","shoulder, title (e.g. Doctor, Professor, Lord).","肩が痛い。","I have a pain in the shoulder.",""
"見解","けんかい","けん.かい","opinion, point of view.","あなたの見解は私とは正反対です。","Your views are quite opposite to mine.","意見, 見物, 解決, 解釈, 見舞い"
"見事","みごと","み.ごと","splendid, magnificent.","彼のスイングは実に見事だ。","He has a perfect swing.","意見, 見物, 事故, 仕事, 見舞い, 事務所"
"見送り","みおくり","み.おく","seeing (someone) off, send-off.","私は空港へ母を見送りに行った。","I went to the airport to see my mother off.","意見, 見物, 放送, 輸送, 郵送, 見舞い"
"元","もと","もと","origin, source.","憲政の危機が始まったのは、このような状況のもとであった。","It was under these circumstances that the constitutional crisis began.",""
"現金","げんきん","げん.きん","cash, ready money.","現金で払う必要はありません。","You don't have to pay in cash.","現在, 針金, 賃金, 金槌, 金曜日"
"現在","げんざい","げん.ざい","the present, present time.","私は現在の地位に満足している。","I am content with my current position.","現金, 存在, 滞在, 在学"
"現実","げんじつ","げん.じつ","reality, actuality.","いい加減に現実をみつめろ。","Open your eyes to reality.","現金, 現在, 確実, 実験"
"現象","げんしょう","げん.しょう","phenomenon, phenomenology.","この現象に関してはまだ物理的な説明がなされていない。","There is not a physical explanation for this phenomenon yet.","現金, 現在, 印象, 対象, 抽象"
"現場","げんば","げん.ば","actual spot, scene (of a crime, accident, etc.).","群衆が現場に群がった。","A crowd gathered at the scene.","現金, 現在, 場所, 会場, 工場, 駐車場, 飛行場"
"現状","げんじょう","げん.じょう","present condition, existing state.","彼は現状を大いに嘆いた。","He deeply deplored the situation.","現金, 現在, 症状, 状況, 状態, 病状"
"現代","げんだい","げん.だい","present age, present day.","私は現代の音楽はあまり好きではない事を認めます。","I must admit I don't like much contemporary music.","現金, 現在, 時代, 交代"
"言わば","いわば","い","so to speak, so to call it.","その画家は、いわば永遠の少年だ。","The artist is eternally a boy.","言語, 言葉, 無言, 独り言"
"言語","げんご","げん.ご","language, outrageous.","ドイツ語はやさしい言語ではありません。","German is not an easy language.","言葉, 無言, 英語, 物語, 独り言"
"限る","かぎる","かぎ","to restrict, to limit.","金持ちが必ずしも幸福とは限らない。","The rich are not always happy.","限界, 制限, 期限, 限度"
"限界","げんかい","げん.かい","limit, bound.","あらゆるものに限界がある。","There is a limit to everything.","制限, 期限, 限度, 世界, 境界, 業界, 政界"
"個人","こじん","こ.じん","individual, private person.","この部屋は個人専用です。","This room is for individual use.","個所, 個体, 個性, 個々, 人形, 一人, 恋人, 外国人"
"呼吸","こきゅう","こ.きゅう","breathing, respiration.","酸素は私たちが呼吸すると肺の中に取り込まれる。","Oxygen is taken into our lungs when we breathe.","吸収, 吸血鬼, 吸い殻, 呼び出す"
